PaymentID,OrderID,PaymentDate,Amount,PaymentMethod
1268,1473,2025-06-29,759.59,Bank Transfer
1269,1695,2024-05-25,1788.64,PayPal
1270,1863,2022-09-05,484.57,PayPal
1271,309,2023-09-09,1287.07,Cash
1272,465,2025-08-27,1404.63,PayPal
1273,1831,2022-10-08,1053.98,PayPal
1274,3,2023-08-15,588.91,Cash
1275,1416,2025-04-18,1393.12,PayPal
1276,1602,2023-10-26,721.0,PayPal
1277,465,2023-10-21,857.99,Credit Card
1278,1039,2024-09-01,713.02,Credit Card
1279,962,2025-06-24,806.25,Credit Card
1280,1129,2025-07-23,1952.72,Credit Card
1281,1048,2023-12-21,391.13,Cash
1282,1614,2023-09-15,1920.03,PayPal
1283,1700,2024-01-17,1710.01,Cash
1284,80,2022-09-30,215.37,Cash
1285,256,2023-05-13,328.82,Credit Card
1286,726,2022-12-09,1296.72,PayPal
1287,1829,2025-01-28,1926.24,PayPal
1288,1447,2024-08-17,197.49,Cash
1289,1365,2024-06-17,1591.64,Cash
1290,1891,2024-10-08,1420.75,Bank Transfer
1291,1094,2025-08-18,1721.87,Cash
1292,980,2024-07-07,416.6,Cash
1293,1544,2024-05-17,540.06,PayPal
1294,430,2023-07-24,1959.76,PayPal
1295,1415,2023-12-03,1965.29,PayPal
1296,1951,2024-12-13,339.54,Credit Card
1297,1300,2023-12-16,230.14,Bank Transfer
1298,520,2023-04-28,1994.33,Bank Transfer
1299,1148,2022-09-24,1980.97,PayPal
1300,1470,2025-06-30,1635.06,PayPal
1301,366,2024-10-17,1473.82,Bank Transfer
1302,830,2024-09-12,133.18,PayPal
1303,1682,2023-06-16,1779.09,Bank Transfer
1304,433,2022-11-24,755.75,Credit Card
1305,1844,2022-09-30,791.43,Cash
1306,1771,2023-10-23,1601.5,Credit Card
1307,1752,2023-06-21,1302.55,Credit Card
1308,557,2023-11-02,805.7,Cash
1309,565,2023-01-29,226.99,PayPal
1310,13,2025-04-09,981.42,Bank Transfer
1311,470,2023-05-23,1716.41,Bank Transfer
1312,1582,2023-10-16,261.61,Bank Transfer
1313,305,2022-11-18,46.83,Credit Card
1314,451,2024-06-19,1554.04,PayPal
1315,822,2024-03-01,1328.97,Bank Transfer
1316,1360,2023-11-03,810.61,Cash
1317,1346,2022-11-29,743.44,Credit Card
1318,643,2023-05-04,1466.39,Cash
1319,93,2023-05-24,735.83,Bank Transfer
1320,1165,2024-04-16,163.99,PayPal
1321,1919,2024-07-25,1259.89,Credit Card
1322,755,2023-12-11,191.23,Bank Transfer
1323,148,2024-07-10,173.44,Bank Transfer
1324,676,2025-07-23,867.97,Credit Card
1325,1167,2023-11-13,1868.02,Credit Card
1326,1181,2024-08-20,1447.38,PayPal
1327,1211,2025-08-20,655.66,Cash
1328,733,2023-11-29,1613.61,Credit Card
1329,978,2025-07-06,1610.79,PayPal
1330,38,2023-06-24,522.17,Cash
1331,2000,2023-05-02,333.43,Credit Card
1332,146,2022-12-01,1253.04,Cash
1333,197,2024-06-03,289.19,Credit Card
1334,307,2023-06-18,628.81,PayPal
1335,1171,2022-09-09,502.43,Cash
1336,1856,2022-09-11,1894.34,Cash
1337,948,2023-02-12,1073.32,Cash
1338,832,2024-10-03,91.94,Cash
1339,442,2023-07-07,166.9,Cash
1340,1005,2024-10-31,1788.53,PayPal
1341,164,2023-09-16,1599.82,PayPal
1342,271,2025-05-15,886.94,Cash
1343,1383,2023-09-23,1533.99,Cash
1344,1965,2024-03-14,691.46,Cash
1345,1329,2023-02-24,1098.5,Bank Transfer
1346,486,2024-08-11,1684.51,PayPal
1347,1927,2023-02-21,1269.31,Bank Transfer
1348,416,2023-01-23,248.27,Credit Card
1349,1291,2022-12-31,1544.53,Bank Transfer
1350,633,2024-01-09,392.98,Bank Transfer
1351,373,2023-07-14,481.69,PayPal
1352,94,2024-08-10,333.91,Credit Card
1353,721,2024-07-29,1687.49,Bank Transfer
1354,996,2022-10-11,1618.96,Bank Transfer
1355,580,2024-06-08,1134.82,Cash
1356,1638,2022-11-25,1844.89,Cash
1357,15,2024-03-14,1427.71,Credit Card
1358,288,2023-09-25,853.31,Cash
1359,811,2024-01-14,626.22,Cash
1360,1017,2025-04-26,813.81,Cash
1361,1215,2025-05-06,911.28,Bank Transfer
1362,1813,2023-09-02,1883.17,Cash
1363,1672,2024-07-01,418.59,Bank Transfer
1364,874,2022-12-05,1387.44,Credit Card
1365,527,2023-05-25,1718.64,Credit Card
1366,48,2023-04-04,825.28,Bank Transfer
1367,645,2022-10-08,1404.08,Cash
1368,408,2024-03-01,94.52,Cash
1369,1997,2023-08-13,559.35,Cash
1370,1263,2023-06-12,389.21,Cash
1371,904,2025-02-17,176.57,Bank Transfer
1372,282,2024-02-13,1147.23,Cash
1373,457,2023-07-15,655.77,Credit Card
1374,1423,2023-12-28,754.5,Cash
1375,1473,2023-04-09,35.75,Bank Transfer
1376,717,2024-12-20,238.04,PayPal
1377,948,2025-04-15,838.78,PayPal
1378,874,2025-04-03,613.43,Credit Card
1379,1748,2023-12-20,641.75,Bank Transfer
1380,1877,2024-03-06,1058.55,Bank Transfer
1381,1253,2024-05-23,799.07,Bank Transfer
1382,848,2024-12-08,1321.77,PayPal
1383,612,2023-10-20,1945.3,Bank Transfer
1384,1792,2022-09-15,1804.23,Bank Transfer
1385,1527,2024-03-01,458.39,Bank Transfer
1386,1609,2024-10-13,164.53,Bank Transfer
1387,1254,2025-06-17,260.2,PayPal
1388,1543,2025-07-31,1222.77,Bank Transfer
1389,565,2024-04-26,1165.07,Bank Transfer
1390,464,2024-08-08,1158.34,Bank Transfer
1391,1797,2024-01-22,831.64,Credit Card
1392,1077,2023-08-14,1522.96,PayPal
1393,300,2023-07-01,464.57,Bank Transfer
1394,1026,2023-03-30,851.85,Cash
1395,1482,2023-08-12,1871.65,Bank Transfer
1396,205,2023-06-17,513.37,Credit Card
1397,1982,2024-05-08,35.79,Cash
1398,265,2024-07-14,141.18,PayPal
1399,236,2023-08-08,1723.63,Credit Card
1400,981,2023-12-26,667.11,Bank Transfer
1401,395,2023-11-15,588.39,Cash
1402,759,2024-08-24,686.62,PayPal
1403,1760,2024-05-07,1559.94,Credit Card
1404,501,2025-03-06,40.12,Bank Transfer
1405,570,2024-12-18,1142.04,Bank Transfer
1406,782,2023-09-12,1859.22,PayPal
1407,1482,2023-02-24,1229.66,Credit Card
1408,1686,2024-08-14,74.22,Bank Transfer
1409,219,2025-07-09,289.99,Credit Card
1410,418,2025-01-26,1473.0,Cash
1411,683,2022-11-28,1719.77,Bank Transfer
1412,1083,2025-01-31,1419.82,Cash
1413,390,2025-04-18,674.92,Bank Transfer
1414,1287,2024-03-12,1361.53,Cash
1415,1974,2024-02-07,24.59,Cash
1416,1989,2023-06-26,1616.21,PayPal
1417,1935,2023-11-20,156.19,Bank Transfer
1418,1132,2025-02-13,610.72,Bank Transfer
1419,1425,2022-11-17,667.97,Cash
1420,454,2025-02-14,187.59,PayPal
1421,1914,2023-12-28,1093.24,Bank Transfer
1422,99,2024-11-06,1772.34,Bank Transfer
1423,1824,2024-09-23,383.46,Cash
1424,323,2023-12-15,1866.92,PayPal
1425,69,2024-05-31,1718.79,PayPal
1426,635,2024-08-09,925.89,PayPal
1427,543,2025-03-15,825.02,Credit Card
1428,39,2023-03-23,616.49,Cash
1429,1463,2023-10-14,1167.3,Cash
1430,1601,2023-09-12,1646.68,Credit Card
1431,67,2023-04-06,1113.29,Bank Transfer
1432,1456,2024-07-25,1421.54,PayPal
1433,1166,2022-12-09,1723.5,Cash
1434,1543,2024-11-02,1173.48,Credit Card
1435,314,2025-06-30,1774.52,Credit Card
1436,1325,2024-10-22,1332.08,Cash
1437,898,2023-09-01,1780.75,Credit Card
1438,954,2024-01-04,541.72,Credit Card
1439,619,2025-08-22,431.52,Bank Transfer
1440,120,2024-02-22,327.23,Bank Transfer
1441,1940,2024-07-09,112.92,PayPal
1442,1670,2025-07-05,1126.99,Bank Transfer
1443,865,2024-01-06,793.87,PayPal
1444,919,2024-01-27,1508.18,PayPal
1445,408,2025-08-18,418.06,PayPal
1446,1278,2024-12-06,1590.55,Credit Card
1447,280,2023-01-20,52.16,Bank Transfer
1448,822,2024-06-29,1155.76,Credit Card
1449,442,2024-06-15,424.73,Credit Card
1450,471,2023-02-05,63.49,PayPal
1451,520,2024-12-26,828.42,Cash
1452,139,2024-03-12,1473.45,Credit Card
1453,1373,2024-12-02,1803.79,Cash
1454,748,2024-10-04,1866.97,Credit Card
1455,897,2024-01-15,1714.69,PayPal
1456,1590,2024-04-19,967.21,Bank Transfer
1457,1538,2024-11-04,1631.38,PayPal
1458,1841,2025-08-22,1501.82,PayPal
1459,570,2024-12-30,1290.67,PayPal
1460,115,2023-09-01,174.92,PayPal
1461,1865,2023-10-04,477.04,Bank Transfer
1462,1672,2023-02-10,985.52,PayPal
1463,60,2023-02-26,449.23,PayPal
1464,96,2025-03-30,271.57,Bank Transfer
1465,939,2023-12-03,154.84,Credit Card
1466,187,2024-08-27,919.35,PayPal
1467,1962,2023-09-22,343.55,PayPal
1468,600,2025-06-29,123.2,Bank Transfer
1469,120,2023-06-30,889.91,Cash
1470,1877,2024-11-30,1666.02,Cash
1471,1495,2025-06-07,1556.85,Credit Card
1472,1704,2023-08-11,1836.34,Cash
1473,658,2022-09-23,1653.18,Cash
1474,217,2025-04-07,1252.15,PayPal
1475,1896,2023-08-27,542.15,Cash
1476,737,2022-12-18,1286.84,PayPal
1477,1100,2024-08-07,1747.35,Cash
1478,316,2024-11-10,1581.47,Cash
1479,1289,2024-01-09,313.71,Credit Card
1480,369,2024-07-01,327.99,Credit Card
1481,1644,2025-05-17,1912.46,Bank Transfer
1482,790,2024-12-19,800.52,Bank Transfer
1483,1460,2023-02-20,524.35,PayPal
1484,1940,2024-11-17,509.86,PayPal
1485,1285,2025-08-13,391.5,Credit Card
1486,1627,2023-04-26,388.89,PayPal
1487,174,2022-11-17,190.19,Credit Card
1488,245,2023-08-22,1071.21,Credit Card
1489,483,2023-12-08,1399.84,Cash
1490,1654,2025-04-10,1838.06,Credit Card
1491,1372,2025-01-04,1834.33,Credit Card
1492,931,2025-06-15,1713.01,Cash
1493,597,2024-02-18,1393.3,PayPal
1494,1226,2023-08-09,319.08,Credit Card
1495,1204,2025-02-01,1943.82,Bank Transfer
1496,1423,2025-03-13,722.82,Bank Transfer
1497,1506,2023-01-22,1773.78,Credit Card
1498,1012,2023-09-15,222.01,PayPal
1499,292,2025-08-08,1812.53,Cash
1500,1533,2022-09-27,523.96,PayPal
1501,1142,2025-07-31,919.72,PayPal
1502,44,2023-04-29,734.22,Bank Transfer
1503,307,2022-12-07,305.8,Cash
1504,361,2024-02-15,766.23,Bank Transfer
1505,1404,2024-07-06,1625.6,Cash
1506,1741,2023-02-19,1917.07,PayPal
1507,1516,2023-08-19,1477.16,PayPal
1508,415,2023-06-21,1952.8,Bank Transfer
1509,619,2025-08-30,896.78,Credit Card
1510,625,2025-04-16,1014.36,Cash
1511,1042,2024-11-12,1206.46,Bank Transfer
1512,25,2022-12-03,556.51,Credit Card
1513,1648,2024-09-09,349.1,Bank Transfer
1514,1258,2024-07-25,1372.57,Bank Transfer
1515,147,2023-04-07,1231.91,Bank Transfer
1516,389,2024-01-05,1580.29,Cash
1517,1018,2024-06-15,529.61,PayPal
1518,814,2024-12-13,865.73,PayPal
1519,328,2024-01-19,1896.3,Bank Transfer
1520,849,2023-09-04,481.68,PayPal
1521,927,2023-01-11,1844.14,Cash
1522,654,2023-03-16,1593.68,PayPal
1523,1868,2023-04-05,730.21,PayPal
1524,36,2023-06-01,848.35,Cash
1525,716,2024-08-10,1094.62,PayPal
1526,1658,2023-03-30,1217.08,Credit Card
1527,1340,2024-04-04,750.39,PayPal
1528,310,2024-03-09,1193.21,Credit Card
1529,147,2024-08-29,658.71,Cash
1530,448,2024-05-17,103.24,Bank Transfer
1531,647,2025-06-04,1519.75,Cash
1532,477,2022-11-23,883.07,Cash
1533,1369,2023-02-19,1446.0,PayPal
1534,1323,2023-06-02,829.04,Bank Transfer
1535,1361,2025-05-01,1532.61,PayPal
1536,88,2024-01-02,874.3,Credit Card
1537,687,2024-07-29,1333.23,Credit Card
1538,1324,2023-09-09,1344.27,Bank Transfer
1539,199,2022-09-15,405.17,Credit Card
1540,457,2022-11-10,1316.31,Credit Card
1541,90,2025-07-31,559.77,PayPal
1542,1443,2023-11-05,1713.97,Credit Card
1543,1678,2023-09-08,1291.89,PayPal
1544,1742,2024-09-05,320.64,PayPal
1545,1602,2024-05-16,171.01,Bank Transfer
1546,1048,2023-08-26,1332.24,Credit Card
1547,1457,2023-07-01,757.53,PayPal
1548,1782,2022-11-12,882.17,Cash
1549,1098,2022-09-29,1009.02,Cash
1550,611,2023-01-02,1789.39,Credit Card
1551,1564,2023-12-23,1174.04,Bank Transfer
1552,537,2025-05-26,1121.42,Credit Card
1553,798,2025-04-16,632.42,Bank Transfer
1554,1537,2024-04-25,284.46,Credit Card
1555,88,2023-09-15,1593.33,PayPal
1556,1168,2024-03-02,1857.58,Cash
1557,906,2025-05-03,1283.8,Cash
1558,501,2023-09-09,1667.18,Bank Transfer
1559,1590,2023-06-25,1478.76,Cash
1560,1307,2025-08-02,815.42,Cash
1561,1534,2025-05-14,635.37,Credit Card
1562,1221,2024-02-07,881.98,PayPal
1563,446,2023-08-22,606.46,PayPal
1564,229,2024-04-28,1228.82,Cash
1565,1657,2024-05-26,306.76,Credit Card
1566,396,2023-05-14,382.38,Bank Transfer
1567,1414,2022-12-17,146.65,Bank Transfer
1568,335,2024-08-30,1231.23,PayPal
1569,1630,2024-02-29,1945.71,Bank Transfer
1570,1501,2024-09-19,981.48,Credit Card
1571,185,2025-07-30,952.7,Cash
1572,315,2024-09-22,1654.26,Cash
1573,1205,2022-09-19,1226.63,Bank Transfer
1574,1179,2025-03-07,1387.5,Credit Card
1575,1335,2025-05-10,338.55,PayPal
1576,228,2024-04-04,1476.0,Credit Card
1577,117,2024-02-17,454.29,Cash
1578,865,2025-07-03,831.45,PayPal
1579,1447,2024-11-26,24.22,Credit Card
1580,713,2022-10-26,1873.77,PayPal
1581,1105,2024-01-14,686.59,Cash
1582,387,2025-06-30,1748.48,Credit Card
1583,659,2024-10-21,1270.98,Bank Transfer
1584,1659,2025-07-14,375.33,PayPal
1585,1816,2023-08-12,1068.33,PayPal
1586,1127,2022-10-31,1425.37,Bank Transfer
1587,1133,2025-01-28,1384.44,Cash
1588,1726,2022-11-27,1624.43,PayPal
1589,1352,2025-05-24,1561.14,Credit Card
1590,123,2022-11-13,913.18,Cash
1591,336,2025-01-30,1648.82,Cash
1592,1912,2025-03-11,503.25,PayPal
1593,364,2024-08-19,1690.8,PayPal
1594,1807,2025-01-27,1746.72,Cash
1595,1379,2022-09-05,1583.42,PayPal
1596,440,2022-12-03,1632.82,Cash
1597,1844,2025-01-03,1499.03,Bank Transfer
1598,1301,2023-09-25,245.81,Cash
1599,363,2023-08-28,807.35,Credit Card
1600,508,2022-12-09,879.43,Bank Transfer
1601,1977,2023-10-23,1558.4,Credit Card
1602,1994,2024-07-29,167.28,PayPal
1603,1360,2023-05-08,1021.57,PayPal
1604,412,2022-11-09,1802.14,PayPal
1605,204,2025-05-19,1352.59,PayPal
1606,716,2025-05-01,1797.47,Cash
1607,1510,2024-07-22,1208.17,Credit Card
1608,1083,2025-07-21,964.2,Credit Card
1609,832,2023-01-18,1906.28,Cash
1610,1010,2023-01-20,783.57,Credit Card
1611,866,2024-10-07,1515.92,Bank Transfer
1612,1691,2025-06-12,1172.36,Credit Card
1613,1301,2024-02-02,1799.73,Credit Card
1614,1754,2023-09-11,1315.29,Bank Transfer
1615,507,2023-04-21,1545.24,PayPal
1616,957,2022-09-19,1221.26,Cash
1617,240,2023-05-07,932.08,Credit Card
1618,722,2023-08-31,1940.48,Cash
1619,1187,2023-02-05,1709.39,PayPal
1620,1109,2023-09-17,1391.7,Bank Transfer
1621,1354,2022-10-14,1005.01,Credit Card
1622,1467,2025-04-02,1647.38,PayPal
1623,1437,2024-10-17,793.76,Bank Transfer
1624,1426,2024-12-09,1907.62,Cash
1625,1094,2024-04-07,781.25,PayPal
1626,1253,2024-04-11,1742.36,Credit Card
1627,284,2024-04-24,660.87,PayPal
1628,631,2025-04-10,1241.15,PayPal
1629,704,2024-12-04,665.78,Bank Transfer
1630,1375,2024-03-27,881.61,Credit Card
1631,1565,2024-08-15,899.79,Bank Transfer
1632,1816,2023-03-12,290.28,Credit Card
1633,912,2022-11-21,550.87,Cash
1634,293,2024-02-08,1534.37,Cash
1635,867,2022-10-28,1188.73,Bank Transfer
1636,129,2024-09-18,1533.65,Cash
1637,993,2024-06-23,62.76,Credit Card
1638,1134,2025-05-03,1568.06,Cash
1639,629,2024-03-01,1378.28,Cash
1640,523,2024-07-11,1127.12,Bank Transfer
1641,831,2022-11-07,566.08,PayPal
1642,1644,2024-01-19,1224.36,Bank Transfer
1643,231,2025-07-26,833.69,PayPal
1644,592,2022-12-06,1681.01,Bank Transfer
1645,423,2024-10-23,809.36,Credit Card
1646,780,2023-07-22,600.08,Credit Card
1647,544,2023-09-24,594.23,Credit Card
1648,1623,2023-11-11,1217.76,Cash
1649,1794,2022-11-27,39.63,PayPal
1650,243,2024-10-07,1674.67,Credit Card
1651,336,2023-08-23,808.97,Cash
1652,81,2022-11-02,805.48,Bank Transfer
1653,1133,2023-10-11,1211.62,Credit Card
1654,38,2022-10-12,1682.94,PayPal
1655,555,2024-07-01,1078.59,Bank Transfer
1656,735,2025-07-05,1049.77,PayPal
1657,2,2024-04-19,1121.44,PayPal
1658,1792,2022-10-30,1338.14,Credit Card
1659,676,2023-07-07,975.29,PayPal
1660,1268,2025-06-03,1198.11,Cash
1661,537,2022-10-08,1670.15,Credit Card
1662,1134,2023-01-26,708.31,PayPal
1663,30,2023-03-20,315.77,Cash
1664,1615,2024-08-28,753.7,Credit Card
1665,97,2025-03-19,21.25,Credit Card
1666,1392,2023-02-12,702.93,Cash
1667,1557,2022-11-18,1364.07,Credit Card
1668,1213,2023-12-24,1779.44,Bank Transfer
1669,1322,2025-04-27,422.55,Bank Transfer
1670,794,2024-05-26,599.71,Bank Transfer
1671,1572,2023-09-27,1139.36,Cash
1672,1109,2023-05-11,1336.63,Bank Transfer
1673,885,2024-05-01,908.67,Credit Card
1674,1030,2023-07-11,1527.12,Credit Card
1675,1339,2022-12-15,254.26,Cash
1676,332,2023-01-19,840.6,Credit Card
1677,64,2025-08-16,243.74,PayPal
1678,876,2024-07-14,757.28,Credit Card
1679,98,2024-01-25,477.23,Bank Transfer
1680,621,2025-02-06,1900.39,Bank Transfer
1681,270,2025-08-23,1210.88,Credit Card
1682,806,2025-06-09,978.22,Bank Transfer
1683,1956,2025-01-11,855.44,Cash
1684,1677,2025-06-05,1834.76,PayPal
1685,617,2024-09-22,1881.2,Cash
1686,291,2025-06-07,1579.05,PayPal
1687,240,2024-05-05,660.74,Bank Transfer
1688,1252,2023-07-10,1202.77,Cash
1689,281,2025-06-30,644.54,Cash
1690,1574,2023-10-25,372.96,PayPal
1691,256,2024-02-16,1225.8,Bank Transfer
1692,484,2025-01-11,446.6,Bank Transfer
1693,901,2024-01-06,1590.39,Bank Transfer
1694,1022,2025-07-19,628.46,Cash
1695,622,2022-12-26,1091.54,Bank Transfer
1696,763,2024-01-03,1202.63,Cash
1697,669,2022-10-17,358.03,PayPal
1698,1095,2023-03-14,465.94,Credit Card
1699,1002,2025-04-26,1664.26,PayPal
1700,589,2025-06-23,679.37,Bank Transfer
1701,447,2025-07-18,221.22,Credit Card
1702,7,2025-01-10,1487.22,Cash
1703,262,2023-08-09,1323.66,Credit Card
1704,1906,2025-04-11,1740.46,Cash
1705,486,2024-08-03,1847.81,PayPal
1706,1298,2023-11-18,1940.42,Cash
1707,322,2025-01-29,862.69,Bank Transfer
1708,1098,2024-11-11,1292.23,PayPal
1709,1265,2024-03-15,706.08,Bank Transfer
1710,1459,2023-12-09,1356.71,Bank Transfer
1711,351,2023-09-12,378.27,Bank Transfer
1712,349,2022-12-24,1368.91,Bank Transfer
1713,287,2023-09-07,1431.35,Bank Transfer
1714,208,2024-09-04,824.04,Bank Transfer
1715,1002,2022-10-02,749.12,Credit Card
1716,919,2023-01-13,151.79,Bank Transfer
1717,1877,2024-05-24,123.41,Credit Card
1718,744,2024-08-20,630.86,Credit Card
1719,530,2025-03-23,907.51,Bank Transfer
1720,552,2024-04-28,953.8,Bank Transfer
1721,1308,2022-11-22,445.35,PayPal
1722,610,2022-09-26,887.95,Bank Transfer
1723,230,2024-08-27,1669.87,Cash
1724,244,2025-07-31,725.69,Bank Transfer
1725,1439,2023-03-08,1615.44,Cash
1726,409,2023-01-28,534.72,PayPal
1727,76,2023-08-08,680.07,Cash
1728,1046,2024-04-12,1077.94,PayPal
1729,400,2024-08-03,267.13,PayPal
1730,863,2023-11-30,184.63,Credit Card
1731,1410,2024-12-10,418.06,PayPal
1732,875,2025-02-20,1873.95,Cash
1733,1037,2025-02-01,1079.2,PayPal
1734,1664,2024-11-19,1828.95,Credit Card
1735,723,2022-09-24,1592.92,Cash
1736,1113,2022-12-24,960.93,Credit Card
1737,585,2024-05-28,1657.88,Cash
1738,377,2022-12-13,645.62,Credit Card
1739,642,2023-08-05,379.45,Cash
1740,1417,2022-10-28,625.34,Bank Transfer
1741,1704,2025-06-03,1328.57,Bank Transfer
1742,1493,2023-09-03,468.32,Credit Card
1743,208,2023-09-05,1033.53,Credit Card
1744,730,2025-05-17,861.21,Cash
1745,386,2023-11-30,599.22,Cash
1746,1017,2022-12-14,193.49,Cash
1747,907,2024-07-09,1489.77,PayPal
1748,1214,2024-09-03,1621.96,Credit Card
1749,636,2023-09-09,464.48,Cash
1750,280,2023-10-18,1183.57,Bank Transfer
1751,1820,2024-08-10,764.62,Cash
1752,537,2023-04-09,1943.9,Bank Transfer
1753,108,2023-09-22,1226.99,Credit Card
1754,1413,2024-01-05,93.12,Credit Card
1755,1091,2025-06-09,1199.24,Bank Transfer
1756,983,2024-11-19,471.19,Credit Card
1757,1089,2024-12-04,1813.72,Bank Transfer
1758,336,2025-01-11,208.5,Credit Card
1759,1107,2023-03-04,1197.01,Bank Transfer
1760,1853,2023-09-11,589.23,Bank Transfer
1761,799,2022-09-29,568.33,Bank Transfer
1762,1269,2024-12-08,1507.14,Cash
1763,1194,2024-04-11,754.01,PayPal
1764,1150,2023-09-05,1823.46,Bank Transfer
1765,1688,2023-04-10,1554.76,Cash
1766,673,2024-02-14,1277.52,Bank Transfer
1767,1545,2022-12-19,1049.4,Credit Card
1768,1726,2023-04-22,1192.82,PayPal
1769,294,2025-08-21,161.49,Cash
1770,1498,2023-03-01,1086.85,Credit Card
1771,1680,2024-09-24,292.56,PayPal
1772,1310,2025-06-02,1224.7,Cash
1773,1841,2023-10-26,182.26,Credit Card
1774,1897,2024-12-23,669.77,Bank Transfer
1775,1876,2024-08-17,1931.66,Bank Transfer
1776,1661,2024-06-15,215.79,Bank Transfer
1777,1628,2024-08-17,1853.41,Cash
1778,1017,2023-06-27,1525.89,PayPal
1779,1072,2023-06-02,1989.93,Credit Card
1780,170,2024-06-13,380.81,PayPal
1781,1308,2024-11-24,78.78,Bank Transfer
1782,1541,2023-08-07,880.15,Credit Card
1783,1588,2022-12-20,182.19,PayPal
1784,1249,2023-12-29,1972.42,Cash
1785,1709,2024-06-05,1086.77,Bank Transfer
1786,1936,2024-09-23,1834.54,Credit Card
1787,1818,2025-01-03,1645.71,PayPal
1788,1707,2022-11-13,228.62,Cash
1789,1182,2023-12-25,113.05,Bank Transfer
1790,303,2022-11-23,1129.34,Cash
1791,1894,2023-11-01,857.46,PayPal
1792,453,2023-05-06,1649.76,Bank Transfer
1793,184,2023-04-14,1263.45,Bank Transfer
1794,1525,2025-07-02,1019.09,Credit Card
1795,1546,2025-07-23,1449.39,Credit Card
1796,1575,2025-05-31,1675.55,Bank Transfer
1797,400,2023-11-15,270.54,Cash
1798,41,2022-12-23,1497.34,Credit Card
1799,250,2023-04-20,1159.83,Credit Card
1800,22,2023-04-21,512.27,PayPal
1801,1747,2023-04-02,1155.54,Cash
1802,630,2023-04-22,286.11,Bank Transfer
1803,716,2024-04-27,260.1,Cash
1804,87,2024-11-16,1156.46,Bank Transfer
1805,1693,2022-10-17,1079.32,Credit Card
1806,1753,2023-08-03,1014.53,Credit Card
1807,88,2024-07-02,581.15,Credit Card
1808,1801,2024-04-20,288.55,PayPal
1809,1464,2023-01-14,932.86,Cash
1810,143,2025-03-22,1813.44,Cash
1811,422,2023-11-06,770.65,Cash
1812,287,2024-02-11,1831.72,Credit Card
1813,445,2023-05-31,1386.61,Cash
1814,1164,2024-10-23,505.79,Bank Transfer
1815,496,2022-09-19,1600.99,Credit Card
1816,1443,2023-04-22,34.09,Bank Transfer
1817,1116,2023-06-15,657.08,Cash
1818,186,2023-08-19,746.1,Bank Transfer
1819,923,2024-06-22,1338.01,Credit Card
1820,1333,2024-10-28,681.94,Cash
1821,1681,2023-12-07,763.64,Cash
1822,1164,2025-05-13,388.16,Bank Transfer
1823,1618,2024-02-04,1756.9,Credit Card
1824,778,2023-08-31,594.55,Cash
1825,1959,2023-03-16,1364.11,Credit Card
1826,1352,2025-02-01,285.37,PayPal
1827,966,2025-06-12,982.59,Cash
1828,58,2022-09-24,1713.42,Cash
1829,1569,2025-06-08,1307.31,Cash
1830,10,2022-11-27,699.37,PayPal
1831,605,2025-06-01,370.64,Credit Card
1832,774,2022-10-05,1618.33,Bank Transfer
1833,141,2023-05-11,1637.66,Cash
1834,157,2023-12-25,89.22,Credit Card
1835,1277,2024-06-30,1998.37,Cash
1836,1964,2024-07-30,1898.6,PayPal
1837,686,2025-04-15,1080.12,Bank Transfer
1838,839,2023-02-21,1659.91,Credit Card
1839,1998,2024-05-08,759.14,Credit Card
1840,77,2025-08-14,394.04,Credit Card
1841,278,2022-11-08,991.02,PayPal
1842,17,2025-01-05,542.84,Cash
1843,860,2023-07-03,432.89,PayPal
1844,1913,2023-08-30,1717.29,Credit Card
1845,540,2024-07-10,1274.84,Bank Transfer
1846,929,2024-10-20,249.8,PayPal
1847,1213,2024-04-03,647.64,PayPal
1848,1898,2023-05-31,62.78,Cash
1849,1178,2024-10-09,1598.63,Cash
1850,1015,2024-07-26,816.22,Credit Card
1851,1167,2025-01-03,363.93,Bank Transfer
1852,1923,2023-03-30,1235.06,Cash
1853,1568,2024-04-14,553.85,Bank Transfer
1854,1546,2024-11-18,1922.61,Credit Card
1855,1753,2023-07-26,1419.69,Bank Transfer
1856,1102,2022-12-24,1502.26,Cash
1857,279,2022-10-18,1694.8,Credit Card
1858,929,2023-11-26,546.45,PayPal
1859,44,2022-12-01,1290.77,Cash
1860,1651,2022-12-27,1114.54,Credit Card
1861,1616,2022-10-19,229.2,Cash
1862,1719,2025-02-11,1667.56,Bank Transfer
1863,1589,2023-03-26,1447.27,Credit Card
1864,416,2025-04-09,624.03,PayPal
1865,1210,2024-09-25,1017.68,Credit Card
1866,1039,2022-09-09,996.97,Cash
1867,908,2024-07-23,1310.76,Bank Transfer
1868,1970,2023-07-13,1033.7,PayPal
1869,440,2023-10-12,821.31,Cash
1870,921,2024-11-30,47.57,Bank Transfer
1871,194,2022-09-03,480.45,Credit Card
1872,1240,2025-01-07,44.66,Credit Card
1873,1930,2023-04-11,1904.0,PayPal
1874,1050,2023-05-29,1655.29,Cash
1875,1986,2023-04-17,65.92,PayPal
1876,811,2024-10-31,283.82,Bank Transfer
1877,1613,2025-02-14,350.38,Credit Card
1878,1893,2023-09-30,538.69,PayPal
1879,1767,2025-08-24,1742.38,Credit Card
1880,1252,2024-10-22,89.0,Bank Transfer
1881,923,2025-06-12,934.41,Credit Card
